Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
qlp-s04-b02,QLP,278199349,922.01,EB,110.890356,-79.504143,110.890426988,-79.5041875958,11.29,0.019,1418.21857,0.00159,9.46516,0.00275,3.951,0.391,10952.3,82.0134,[4],giant; TFOP EB,NaN,NaN,1,8.35997,NaN,NaN,NaN,842.0,4120.0,171.0,83.6782,42.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2020-06-29 19:19:07.275000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,1129033,398.01,KP,37.155148,-7.060682,37.1555222603,-7.06066749322,9.502,0.017,2168.5208485,5.56e-05,1.360028279819712,2.0811382e-07,2.1652750755480477,0.0051234406,19427.69447034137,46.61427,"[4, 31]",WASP-77 A b,4.48298,0.0,1,0.9339749813079834,0.0429146,13.091181260572295,0.60228205,1544.014699199021,5500.0,0.0,1343.1568272795437,482.2753,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2021-12-02 15:38:16.752000+00:00
spoc-s01-s69-b0A-APC,QLP,150167117,919.01,PC,93.4136788,-62.21982220000001,93.4135652125,-62.2197231336,11.184000000000001,0.006,2045.8294803442939,0.00021160302,20.027271705486196,6.332245e-06,2.5785743972421193,0.021332981,17515.712968909615,111.84186,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69]",large; v-shaped; likely EB; TFOP APC; formerly FP/EB; large radius for orbital period,NaN,NaN,1,1.1369999647140503,0.29772,23.649744114930908,7.4071307,689.3788994694987,5811.1,125.0,53.376850815769444,193.29501,False,5,5,5,5,5,5,5,2019-04-01 16:52:03+00:00,2024-09-06 20:05:01.279000+00:00
qlp-s69-ffi,QLP,358248442,2419.01,PC,53.27045,-56.588348,53.2703746977,-56.5884362781,10.416,0.02,3169.7931468,0.0107176,18.8812961,0.0001579,5.943,1.096,915.0,41.3851,"[2, 3, 4, 29, 30, 31, 69]",possible multi; possible odd-even likely due to detrending,4.14,0.33,1,1.35,0.06,3.61081,0.20997,888.0,5924.0,681.6,103.276,17.0,False,3,4,3,3,4,4,4,2020-11-25 22:47:02.109402+00:00,2024-04-25 19:06:37.794000+00:00
qlp-s31-ffi,QLP,219379012,397.01,EB,76.833821,-48.115925,76.8336206603,-48.1158889016,10.209,0.019,2168.7245374,0.0028251,1.5464949,6.4e-06,1.101,0.234,930.0,1.91113,"[4, 5, 6, 31]",close companion star 219379014; TFOP FP; retired as NEB,3.89,0.12,1,1.14,0.06,3.7295,0.273399,1275.0,5973.5,185.9,438.793,21.0,False,5,5,5,5,5,5,5,2019-01-16 19:24:30+00:00,2024-09-08 16:36:30.709000+00:00
qlp-s31-tois,QLP,294869729,918.01,PC,71.79918740000001,-68.9856723,71.7992279694,-68.9856413243,11.272,0.006,2199.904943,0.0032227,1.1140067,6.1e-06,3.072,0.457,410.0,0.93294,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31]",may be real HJ around giant star.,3.5,0.08,1,2.94,0.14,6.34675,0.441032,2501.0,5614.0,126.5,6504.41,20.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2025-07-10 00:06:00.400000+00:00
spoc-s01-s69-b0A-PC,SPOC/QLP,364395234,1232.01,PC,116.501431,-61.879903,116.501398997,-61.8797935255,11.708,0.018,1544.0212245416863,0.0011157999,14.254562319115456,1.5437028e-05,4.7250028791627985,0.07192217,7899.693955525235,143.66724,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 61, 62, 63, 64, 67, 68, 69]",,4.28235,0.517461,1,1.0959700345993042,0.0537437,10.704823411405734,0.54178035,785.7055082461881,5739.0,189.0,90.06585848697317,46.428394,False,3,4,3,3,4,4,4,2019-08-26 19:20:39+00:00,2024-02-23 12:35:58.290000+00:00
qlp-s04-b02,QLP,348844154,916.01,EB,105.956794,-60.297611,105.95664914,-60.2974927878,11.201,0.018,1343.2066,0.00401,29.17362,0.00233,8.075,0.499,5558.85,22.7513,[4],slightly off target; hint of an odd-even difference; retired as NEB,3.92,0.52,1,1.89,0.09,15.4676,1.2126,1002.0,5493.2,126.6,167.644,53.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2021-12-07 16:08:31.258000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,178155732,396.01,CP,42.984364,-30.814529,42.9849778714,-30.8140609337,5.91,0.019,2120.5376966195013,0.0019433465,5.973912448814195,1.8663182e-05,3.1235464190676647,0.12901346,232.56210271430353,10.742767,"[4, 30, 31]",HR 858 c / TOI 396.01,4.438,0.0,1,1.284500002861023,0.0539246,2.391773469001073,0.123329535,1198.744672879859,6308.31,52.7451,488.0089226176612,15.300015,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2021-12-02 15:37:32.564000+00:00
qlp-s32-tois,QLP,259389219,915.01,EB,68.8038392,-51.3965537,68.8037711424,-51.3965622829,11.249,0.006,2199.8655776,0.0010627,2.3250156,5.7e-06,1.775,0.405,1130.0,19.3113,"[3, 4, 5, 30, 31, 32]",retired as TFOP FP/NEB,3.83,0.08,1,2.05,0.1,10.7275,1.12022,1882.0,5753.0,127.6,2083.06,18.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2024-09-08 21:02:32.513000+00:00
qlp-tois-update,QLP,100921768,930.01,PC,54.30873270000001,-44.4720373,54.3087016474,-44.4720063605,8.161,0.006,2165.0276629,0.0171056,4.90038,0.00157,3.5060000000000002,0.527,240.0,0.872914,"[3, 4, 30, 31]",may be on 100921770,3.32,0.09,1,4.18,0.21,6.5681899999999995,0.545096,1451.0,6504.0,127.3,736.2819999999999,9.0,False,3,4,3,3,4,4,4,2019-07-23 18:22:48+00:00,2021-01-28 20:53:08.375000+00:00
spoc-s01-s36-b0A,SPOC/QLP,38541473,395.01,PC,56.304548,-10.973384,56.3046508798,-10.9734535043,10.781,0.036,1415.5151025519858,0.0003181695,6.061344119744239,3.8455055e-06,2.5796829419740663,0.03387716,15346.155301357856,186.93407,"[4, 31]",large; CORALIE spectra indicate EBLM,NaN,NaN,1,1.5371500253677368,0.0856533,27.91045003275662,5.303542,1271.7446198766634,5949.2,147.6,618.1880958673848,110.04631,False,3,4,3,3,4,4,4,2019-01-16 19:24:30+00:00,2024-10-09 17:31:43.637000+00:00
qlp-s03-ffi,QLP,32283946,845.01,PC,24.172621,-31.670809,24.1727216604,-31.670795344,11.701,0.018,1389.0024,0.0012,7.06181,0.00108,5.853,0.127,22745.5,0.827632,[3],warm Jupiter; might be too big; period might be double,4.4,2.0,1,1.49,0.01,24.7848,0.272669,1443.0,5818.3,26.9,721.751,127.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2019-07-10 19:36:45+00:00
qlp-s31-tois,QLP,206474443,931.01,PC,57.3368091,-47.9181701,57.3368553066,-47.918189519,11.546,0.006,2169.2913976,0.0005295,3.2452094,4e-06,2.722,0.237,7370.0,2.32378,"[4, 31]",TOI 931. TFOP investigation in progress.,NaN,NaN,1,2.31,0.09,20.6894,0.927778,1379.0,5928.0,123.8,600.388,77.0,False,3,4,3,3,4,4,4,2019-07-23 18:22:48+00:00,2024-09-06 20:16:19.153000+00:00
spoc-s01-s36-b0A-PC,SPOC/QLP,29960110,1201.01,CP,42.247,-14.5376,42.2476999128,-14.5372834894,10.714,0.06,1411.6708766088884,0.0007329533,2.491977084951883,7.121616e-06,1.4338140901689183,0.28704116,2093.9594201468353,134.34839,"[4, 31]", TOI-1201 b,4.68962,0.389814,1,0.4823879897594452,0.0146884,2.218758507045853,0.9862666,639.9817426137404,3948.0,159.0,39.64526637444509,17.341845,False,5,5,5,5,5,5,5,2019-01-31 17:54:44+00:00,2024-05-16 14:28:51.602000+00:00
qlp-tois-update,QLP,33595516,849.01,PC,28.7154332,-29.421797499999997,28.7157956141,-29.421708567,11.549000000000001,0.006,1384.01956,0.00218,0.76566,0.00015,1.452,0.21,1410.0,1.7175799999999999,[3],flat-bottomed,4.47,0.08,1,0.92,0.05,3.5413900000000003,0.245668,1932.0,5311.0,132.3,2314.06,17.0,False,1,4,1,1,4,4,4,2019-07-10 19:36:45+00:00,2020-05-20 19:58:53.891000+00:00
qlp-s30-tois,QLP,404467699,857.01,KP,25.8712532,-14.149143400000002,25.8713636311,-14.1491854494,10.267999999999999,0.006999999999999999,2137.8308435,0.0003385,3.9080236,2.7e-06,3.292,0.265,8100.0,1.78321,"[3, 30]",WASP-137 (paper submitted(https://arxiv.org/abs/1812.09264),4.08,0.08,1,1.63,0.08,15.1385,0.73671,1455.0,6143.0,131.4,744.132,126.0,False,5,5,5,5,5,5,5,2019-07-10 19:36:45+00:00,2025-08-29 21:17:48.500000+00:00
qlp-tois-update,QLP,42015200,848.01,EB,24.2159763,-39.1425565,24.2160966711,-39.1425831115,11.682,0.006,1391.66318,0.00244,9.77742,0.0025399999999999997,6.712999999999999,0.42100000000000004,6740.0,649.91,[3],TFOP FP; retired as EB,NaN,NaN,1,2.87,NaN,35.6978,0.0,1304.0,4513.0,123.0,480.92800000000005,48.0,False,5,5,5,5,5,5,5,2019-07-10 19:36:45+00:00,2022-07-28 12:27:27.417000+00:00
qlp-s04-b01,QLP,9858404,394.01,EB,48.499528,-8.573568,48.4994791477,-8.57385136979,7.956,0.019,1411.26947,0.00101,0.39149,2e-05,0.746,0.167,578.202,2.96102,"[4, 31]",v-shaped; some odd-even,3.73,0.43,1,2.25,0.09,5.95564,0.485043,2976.0,6216.1,120.4,13030.0,35.0,False,5,5,5,5,5,5,5,2019-01-24 19:35:19+00:00,2021-01-10 22:11:44.518000+00:00
spoc-s01-s69-b0A-PC,QLP,231289421,847.01,PC,43.875304,-53.665482,43.875415,-53.665479,11.632,0.019,2118.6629578556544,0.00067000365,3.2063107174349095,4.0254777e-06,2.83623985936789,0.092239976,6909.960950408139,160.97807,"[2, 3, 30, 69]",Gaia Rs = 2.29 Rsun; Rp would be ~20 Re,NaN,NaN,1,2.29,0.54,20.2776,8.44437,1919.0,5286.9,735.4,2254.62,43.022377,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:09:50.525000+00:00
qlp-s63-faintsearch,FAINT,167720788,6523.01,PC,103.402731,-64.437465,103.40278705,-64.437403314,12.795,0.018,3033.5687241,0.0008999,7.809463,6.5e-06,4.133,0.065,11239.0,135.969,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 63]",found in faint-star QLP search,4.32,NaN,1,1.33,0.06,14.0451,0.661369,1065.0,5816.0,65.7,214.334,129.0,False,3,4,3,3,4,4,4,2023-06-15 21:44:33.888538+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s38-tois,SPOC,237922465,2416.01,PC,57.338897,-60.787151,57.3389408724,-60.7871860942,12.399,0.033,2352.5441587,0.0010184,8.2754608,1.49e-05,3.755,0.107,6510.0,0.703,"[2, 3, 4, 8, 11, 28, 29, 30, 31, 38]",,4.24,0.12,1,1.39,0.07,11.5451,0.6243,942.0,5515.2,99.1,130.93,33.0,False,3,4,3,3,4,4,4,2020-11-25 21:26:32.548666+00:00,2022-10-04 21:38:03.438000+00:00
qlp-s30-tois,QLP,29918916,852.01,PC,24.7402665,-7.2809045,24.7402646454,-7.2809791125,10.95,0.006999999999999999,2138.5852194,0.0077928,4.943336,5.62e-05,3.147,0.445,2010.0,1.97791,"[3, 30]",Confirmed Brown Dwarf,3.95,0.08,1,1.73,0.09,6.40301,0.418118,1170.0,5574.0,115.6,311.475,17.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:14:30.094000+00:00
qlp-s03-ffi,QLP,423670610,850.01,PC,9.765859,-17.22173,9.76592399575,-17.2218063506,11.287,0.018,1384.40921,0.00105,10.32103,0.00074,3.283,0.094,58957.4,1507.45,[3],possibly 2x period,4.38,2.0,1,1.28,0.04,34.1767,5.55584,1070.0,5863.5,86.1,218.123,72.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2019-07-10 19:36:45+00:00
qlp-s68-faintsearch,FAINT,233964924,6815.01,PC,36.351261,-65.055291,36.3511435804,-65.0553807235,13.08,0.018,3196.8365624,0.0005778,17.9217736,7.4e-06,4.309,0.061,44474.0,746.167,"[1, 2, 3, 28, 29, 68]",found in faint-star QLP search,4.46,2.0,1,0.76,NaN,16.7867,NaN,590.0,5144.1,124.7,20.1338,81.0,False,3,4,3,3,4,4,4,2023-11-02 22:52:16.762472+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s37-tois,FAINT,31943299,2619.01,PC,54.408426,-70.330735,54.4083866953,-70.3306571391,13.196,0.019,2331.0348646,0.0006571,12.4724734,1.34e-05,3.649,0.076,23020.0,3.13718,"[1, 2, 3, 6, 7, 10, 13, 27, 28, 29, 30, 33, 36, 37]",found in faint-star QLP search,NaN,NaN,1,0.79,NaN,12.11,NaN,652.0,4966.0,41.1,30.1565,105.0,False,3,4,3,3,4,4,4,2021-04-12 21:05:07.465239+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s39-tois,FAINT,231076038,2618.01,PC,67.774327,-68.033568,67.7743529463,-68.0335166198,12.046,0.019,2382.7833014,0.0019967,8.2500143,2.61e-05,3.317,0.256,2250.0,202.133,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38]",found in faint-star QLP search; slight odd-even,4.2,NaN,1,1.59,0.07,11.8684,2.5386,1764.0,7386.5,203.3,1610.36,35.0,False,3,4,3,3,4,4,4,2021-04-12 21:05:07.278374+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s69-b0A-PC,SPOC,382602147,2384.01,PC,36.156112,-64.999966,36.1561462639,-65.0001956883,13.294,0.018,2062.3416299653563,0.00014789117,2.135702572970066,8.6735685e-07,1.9116456575752072,0.023382165,29272.6184889905,250.34743,"[28, 29, 68, 69]",2 stars in pixel; SG1 should clear the neighbor,NaN,NaN,1,0.6666520237922668,0.0202807,11.626415236452814,0.36952898,799.5461855922308,3678.2,140.5,96.58178432510978,140.2617,False,3,4,3,3,4,4,4,2020-11-06 18:59:46.072283+00:00,2024-12-05 17:40:05.398000+00:00
qlp-s05-b01,SPOC/QLP,169532369,425.01,EB,78.098844,-13.605637,78.0988767149,-13.6056350646,11.523,0.018,1440.31143,0.00126,3.60364,0.00032,3.728,0.47,6281.32,3.09946,[5],retired as SB1,4.17,1.78,1,1.62,0.07,14.1007,0.723462,1931.0,6896.7,160.0,2312.7,68.0,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2021-12-07 16:54:51.054000+00:00
qlp-s03-ffi,QLP,306338882,856.01,PC,14.094954,-14.788289,14.0948937415,-14.7883289784,10.264,0.018,1387.38778,0.003,5.4014,0.00187,1.442,0.257,1225.99,3.90247,[3],hot Jupiter candidate,NaN,NaN,1,4.34,0.21,16.7216,1.23518,709.0,5179.9,122.6,41.9773,12.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2019-07-10 19:36:45+00:00
qlp-s03-ffi,QLP,229141709,846.01,PC,26.376629,-51.296889,26.3768752244,-51.2968206188,11.698,0.018,1363.76296,0.00238,14.20489,0.00151,4.924,0.446,8761.57,109.035,[3],likely warm Jupiter,4.3,2.0,1,1.21,0.01,12.4595,1.396,1235.0,6316.3,32.9,386.596,45.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2019-07-10 19:36:45+00:00
spoc-s42-s43-b0A,QLP,380886535,844.01,PC,19.461165700000002,0.3471145,19.4611359764,0.346970550316,11.795,0.008,2451.7240331021635,0.0034352588,8.906625087917625,0.0010360494,1.9618337652926563,0.5932804,2178.833633788003,253.81749,"[3, 30, 42, 43]",centroid offset on TIC 380886534,4.1,0.08,1,1.5159499645233154,0.0906633,7.15741079171841,4.4914646,1083.0431038723066,5829.6,138.8,325.16513050366484,7.5065594,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2022-01-26 19:20:05.173000+00:00
qlp-s30-tois,QLP,138727432,853.01,PC,32.9142439,-37.8929281,32.9142893635,-37.8929881535,10.76,0.006,2139.8382758,0.0013272,6.8646554,4.78e-05,4.725,0.492,5090.0,1707.49,"[3, 30]",candidate for warm Jupiter,4.19,0.08,1,1.38,0.07,17.29,6.32816,1772.0,5937.0,131.1,1640.28,57.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:29:11.174000+00:00
qlp-s39-tois,FAINT,260537454,2617.01,PC,96.953645,-58.05151,96.9535817571,-58.0515754084,13.107,0.019,2387.5942496,0.0003322,6.3187442,3.5e-06,3.504,0.118,28370.0,1.15734,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38]",found in faint-star QLP search,4.43,2.0,1,0.98,NaN,16.8683,NaN,958.0,4961.0,105.7,139.993,215.0,False,3,4,3,3,4,4,4,2021-04-12 21:05:07.094074+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s69-b0A-PC,SPOC/QLP,281924357,830.01,PC,129.756952,-74.76322,129.75686062,-74.7631144048,10.384,0.022,1584.4535679065043,0.00034153785,15.040522059614881,4.853109e-06,2.2981690600892097,0.026562797,17981.690321677677,146.02602,"[10, 11, 12, 33, 36, 37, 38, 39, 64, 65, 66]",v-shaped; likely EB; likely too large for period; two stars in pixel,4.36304,0.348956,1,1.0430999994277954,0.049809,23.06929744916438,6.7669544,762.3041811200025,5900.0,191.0,79.80575470764055,143.27821,False,3,4,3,3,4,4,4,2019-06-17 17:15:53+00:00,2024-06-03 10:27:16.133000+00:00
spoc-s01-s69-b0A-APC,QLP,160222069,854.01,PC,28.077553499999997,-43.0475924,28.0780893804,-43.0476134349,10.717,0.006,2089.0622999123384,0.0035749017,5.8508237320200465,3.8975733e-05,3.445882560150305,0.3517835,876.8239527448388,79.91582,"[3, 29, 30, 69]",offset on TIC 160221748 (Tmag~14.4) in SPOC-s1-s69,4.19,0.08,1,1.3775399923324585,0.0667085,4.9253389078621606,0.4071764,1202.0452252229368,5928.0,131.0,493.4057796893521,11.096035,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2025-06-04 20:49:00.100000+00:00
qlp-s01-faintsearch,FAINT,273850708,2616.01,PC,34.562178,-64.806919,34.5622283938,-64.8068373805,13.365,0.019,3154.9155718841844,0.00035261535,1.8531628,2.1e-06,2.019,0.381,34220.0,21.0259,"[1, 2, 3, 28, 29, 68, 69]",found in faint-star QLP search,4.46,2.0,1,0.68,NaN,13.5946,NaN,1418.0,5355.0,56.4,672.909,122.0,False,3,4,3,3,4,4,4,2021-04-12 21:05:06.895919+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s43-tois,QLP,269558487,855.01,PC,15.5429356,-2.1445295,15.5430415328,-2.14457390478,10.654000000000002,0.006999999999999999,2497.6396616,0.0012367,1.8301156,3.8e-06,1.018,0.216,1110.0,3.29391,"[3, 30, 42, 43]",,4.41,0.08,1,1.22,0.05,4.46184,0.309321,1327.0,6671.0,115.3,515.147,18.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2022-12-12 17:53:41.784000+00:00
qlp-s30-ffi,QLP,40083958,851.01,PC,7.3872535,-10.4684861,7.38784324144,-10.4682788551,10.999,0.006,2141.24058,0.00125,0.6296,0.0,0.309,0.111,790.0,38.1727,"[3, 30]",short period; nearby companion with dmag 5.6,4.64,0.08,1,0.77,0.04,3.39154,0.557635,1039.0,5485.0,137.1,193.701,9.0,False,2,4,2,2,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:23:50.332000+00:00
qlp-s03-faintsearch,FAINT,372817671,2660.01,PC,66.885495,-54.184906,66.8855958381,-54.1849983326,12.081,0.018,2190.2955782,0.0020611,5.0183771,2.34e-05,3.218,0.283,2500.0,2.23335,"[3, 4, 5, 30, 31, 32]",found in faint-star QLP search,4.49,2.0,1,2.15,NaN,10.7644,NaN,1030.0,5011.2,64.5,187.484,25.0,False,3,4,3,3,4,4,4,2021-05-04 21:38:07.850053+00:00,2024-08-22 15:41:09.420339+00:00
spoc-s01-s69-b0A-PC,SPOC,231063955,2378.01,PC,31.617082,-56.198935,31.6175225542,-56.1988800164,13.298,0.018,2090.745961412206,0.00046238786,3.497276875854467,3.4707766e-06,2.0988024706392374,0.062287785,17834.082411112748,365.66055,"[29, 30, 69]",,4.53,0.27,1,0.8079699873924255,0.0,11.584020906571345,0.25881362,950.2186403833036,4940.0,91.1,192.67048229684556,49.550385,False,3,4,3,3,4,4,4,2020-11-06 18:59:45.753490+00:00,2024-12-05 15:54:14.772000+00:00
qlp-s03-faintsearch,FAINT,382419744,4193.01,PC,35.047152,-54.10323,35.0473800106,-54.103319926,12.68,0.019,1397.7451012,0.0016827,6.5081212,0.0005307,5.472,0.331,8260.0,3.80614,"[2, 3]",found in faint-star QLP search,4.38,2.0,1,1.27,0.06,11.511,0.63935,1299.0,5652.8,442.1,473.037,52.0,False,3,4,3,3,4,4,4,2021-07-12 14:24:00.268202+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s31-faintsearch,FAINT,237358490,4663.01,PC,61.083098,-49.123665,61.0832535199,-49.1235312923,13.002,0.034,2159.6195177,0.0007531,5.2916448,7.7e-06,2.645,0.123,17870.0,5.7147,"[3, 4, 5, 30, 31]",found in faint-star QLP search,4.56,0.24,1,0.75,NaN,10.1289,NaN,745.0,4397.1,77.2,51.2343,72.0,False,3,4,3,3,4,4,4,2021-12-21 00:33:09.420653+00:00,2024-08-22 15:41:09.420339+00:00
qlp-tois-update,SPOC/QLP,452808876,453.01,KP,72.6606612,1.8939177,72.6605916082,1.89383648805,9.539,0.006,1438.96587,0.0004,2.70582,8e-05,4.968,0.031,7500.0,0.107904,[5],WASP-82b,3.91,0.09,1,2.1,0.11,18.4904,0.9866030000000001,2151.0,6441.6,145.8,3557.29,205.0,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2020-05-20 19:58:53.275000+00:00
spoc-s01-s69-b0A-PC,FAINT,31634579,2658.01,PC,45.374556,-68.945338,45.3747355417,-68.9452473069,13.365,0.018,3135.3308614816447,0.0011361089,8.8759249,1.59e-05,3.836641682026525,0.09960206,25757.068820260076,528.6944,"[1, 2, 3, 27, 28, 67, 68, 69]",found in faint-star QLP search; warm Jupiter candidate,4.38,NaN,1,1.0233700275421143,0.0,16.57759492515095,0.3502983,879.8492444435465,5528.3,122.8,141.62961136797483,49.13372,False,3,4,3,3,4,4,4,2021-05-04 21:38:07.596391+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s02-faintsearch,FAINT,229138584,3356.01,PC,25.719547,-48.788532,25.7196707381,-48.7884301783,12.081,0.037,2136.4641443,0.0029666,2.9122454,1.7e-05,3.269,0.326,1210.0,1.63314,"[2, 3, 29, 30]",found in faint-star QLP search,3.94,0.12,1,1.46,0.08,5.08343,0.341509,1509.0,5466.0,137.6,862.596,15.0,False,3,4,3,3,4,4,4,2021-06-15 21:02:45.015385+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s32-ffi,SPOC/QLP,143350972,440.01,EB,82.246364,-17.429212,82.2459861347,-17.4295644154,7.652,0.018,2199.6284195,0.0015967,1.0833805,2.8e-06,2.002,0.157,310.0,0.168749,"[5, 6, 32]",Retired as NEB.,4.45,0.01,1,1.01,0.06,1.73239,0.107355,2042.0,5759.2,38.2,2886.95,33.0,False,5,5,5,5,5,5,5,2019-01-31 16:53:30+00:00,2021-12-07 17:15:57.311000+00:00
qlp-s05-b01,SPOC/QLP,38686737,432.01,EB,57.865656,-10.614048,57.8656638101,-10.6140780476,12.536,0.019,1439.97961,0.00087,2.24704,0.00014,2.713,0.065,18890.4,3.68202,[5],,4.23,NaN,1,1.2,0.04,18.1799,0.656011,1812.0,6846.0,114.5,1793.26,67.0,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2024-09-18 20:15:55.723000+00:00
spoc-s01-s36-b0A-PC,QLP,31374837,431.01,CP,83.26916920000001,-26.724519,83.2692502173,-26.7238698337,8.171,0.006,1440.6302951527607,0.0004820865,12.461008639746442,1.3197421e-05,3.3195777288679422,0.09169284,2078.1425981221328,44.225582,"[5, 6, 32]",TOI-431 d / TOI 431.01,4.62,0.08,1,0.7266319990158081,0.042995,3.2809491788409684,0.32790983,588.5612549000676,4891.0,111.8,28.35878877045138,45.231777,False,5,5,5,5,5,5,5,2019-02-08 16:19:52+00:00,2024-04-24 21:48:55.404000+00:00
qlp-s03-faintsearch,FAINT,231065398,2656.01,PC,31.899813,-56.140523,31.9000211147,-56.1406101951,13.427,0.018,1392.6855079,0.0023945,7.7898378,0.0010879,3.095,0.394,11390.0,11.4617,"[2, 3]",found in faint-star QLP search; candidate hot Jupiter,4.48,2.0,1,0.85,NaN,9.36784,NaN,826.0,5091.5,71.8,77.3001,25.0,False,3,4,3,3,4,4,4,2021-05-04 21:38:07.331546+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s32-tois,SPOC/QLP,14091704,445.01,PC,77.323426,-36.590988,77.3235762182,-36.591034078,9.136,0.018,2199.5492314,0.0002767,0.7649571,4e-07,1.094,0.065,1900.0,492.738,"[5, 6, 32]",,3.97,0.11,1,1.65,0.07,12.9538,4.0656,2971.0,6307.9,124.2,12939.9,45.0,False,3,4,3,3,4,4,4,2019-01-31 16:53:30+00:00,2021-12-07 17:13:03.567000+00:00
spoc-s01-s69-b0A-PC,SPOC,220460087,6552.01,PC,74.756592,-56.716102,74.7566261965,-56.715995681,12.388,0.018,3017.5282164934288,0.00088799896,3.270620381743724,2.7771577e-05,4.010194322902281,0.07326437,7558.707010600483,152.95926,"[63, 64, 65, 66, 67, 68, 69]",,4.31,NaN,1,1.5314600467681885,0.0829172,13.583655415034848,0.7918215,1550.7890331105573,5933.0,45.2,1366.88471192262,14.319151,False,3,4,3,3,4,4,4,2023-07-20 23:27:26.889665+00:00,2024-04-22 15:54:17.239000+00:00
qlp-s32-tois,QLP,117979850,428.01,EB,71.81028,-17.24836,71.809927332,-17.2486130226,7.788,0.018,2198.9256523,0.0010028,0.6333315,1.5e-06,0.404,0.149,320.0,4.88666,"[5, 32]",Significant odd-even. TFOP APC/SB2,3.67,0.27,1,2.35,0.12,6.24344,0.649832,1284.0,5713.0,70.2,451.285,19.0,False,3,4,3,3,4,4,4,2019-02-08 16:19:52+00:00,2025-08-15 22:03:57.500000+00:00
