Parameter Source Pipeline,Detection Pipeline(s),TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated
qlp-s27-ffi,QLP,29781292,282.02,IS,65.238019,-68.102664,65.238306509,-68.1026875486,8.932,0.017,2044.82593,0.05923,31.32312,0.00354,1.541,0.807,385.0,33.9627,[27],TFOP FA; mismatched transits and noise,4.22436,0.295755,2,1.41,0.06,2.00987,0.90968,549.0,6321.0,196.0,15.1394,7.0,False,5,5,5,5,5,5,5,2018-12-20 17:40:26+00:00,2021-08-17 11:06:48.795000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,98796344,455.01,CP,45.4642,-16.5934,45.4624780557,-16.5944956147,8.64,0.018,2168.2952743,0.0007279,5.3587759524822145,7.548971e-06,1.3697764394689997,0.14748554,2708.4393715461997,132.78087,"[4, 31]",LTT 1445 A b,4.97389,0.060229,1,0.2759529948234558,0.00828276,1.4454154065125946,0.29846486,403.7401540575771,3562.0,83.0,6.279553709499425,20.253843,False,5,5,5,5,5,5,5,2019-02-08 19:54:07+00:00,2021-12-02 15:59:18.240000+00:00
spoc-s01-s03,SPOC,220459976,285.01,PC,74.697149,-56.394049,74.6971713854,-56.3938142366,12.113,0.018,1361.663925,0.004797,32.332528,0.006676,3.459632,0.786024,2425.505189,288.4887,"[2, 3]",possible single transit,4.64044,0.274298,1,0.615038,0.073716,3.028709,1.59527,328.6290521094563,3891.0,169.0,2.7564163563954103,7.5875335,False,3,4,3,3,4,4,4,2018-12-20 17:40:26+00:00,2018-12-20 17:40:26+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,170634116,413.01,KP,66.370903,-30.600444,66.3709016132,-30.6004361964,9.675,0.018,2174.6693456657836,0.00026264053,3.662391781084416,6.944911e-07,3.7669691908019223,0.008935738,12253.658252294246,33.79843,"[4, 5, 31, 32]",WASP-79 b,4.20892,0.0,1,1.485319972038269,0.0727839,17.28055672378757,0.84741235,1624.5252337675834,6600.0,0.0,1645.9886957966924,356.4687,False,5,5,5,5,5,5,5,2019-06-06 20:53:59+00:00,2021-12-02 15:58:01.959000+00:00
qlp-tois-update,SPOC/QLP,29960109,393.01,EB,42.2492905,-14.5378418,42.2500662802,-14.5376462629,11.2,0.006999999999999999,1411.66942,0.00298,2.49221,0.00061,1.605,0.221,1480.0,3.7192,[4],may be on 29960110,4.78,0.01,1,0.45,0.01,1.71311,0.10767,714.0,3450.0,157.0,43.3259,12.0,False,2,4,1,2,4,4,4,2019-01-16 19:24:30+00:00,2020-05-20 19:58:51.887000+00:00
spoc-s01-s36-b0A,QLP,328350926,392.01,PC,46.931654,0.861311,46.9317098313,0.860922333207,8.253,0.018,1411.5982575469422,6.314188e-05,0.8490673583263074,7.884864e-07,1.0946576046048704,0.01246382,4907.247553145624,43.734077,"[4, 31]",same pixel as 328350925 and 328350924,NaN,NaN,1,1.4402899742126465,0.0751583,10.818999402146263,0.57627183,2233.7922837564774,5624.7,74.5,5884.263973941518,174.33102,False,3,4,3,3,4,4,4,2019-01-24 19:35:19+00:00,2024-09-18 20:02:07.196000+00:00
qlp-s68-ffi,SPOC,375059587,786.01,PC,100.104098,-63.33925,100.104214659,-63.3391076221,9.804,0.018,3176.5550481,0.0042418,12.6693786,4.93e-05,4.818,1.166,321.0,26.2503,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68]",possible multi,4.22099,0.115886,1,1.31,0.06,2.30678,0.159921,1356.0,5853.8,45.2182,562.492,19.0,False,2,4,1,1,4,4,4,2019-06-14 18:35:01+00:00,2023-10-16 17:59:22.145000+00:00
spoc-s01s09-b0A,SPOC,391821647,708.01,PC,82.764753,-70.357293,82.7648587921,-70.3571786307,10.8,0.018,1325.573663,0.004267,1.996071,0.000106,5.910879,0.409116,352.76672,36.18996,"[1, 2, 3, 4, 5, 6]",large scatter in centroid from sector to sector; very crowded field; possible secondary,4.60452,0.386891,1,0.975121,0.154384,1.947951,0.430095,1552.3974879815148,6636.0,200.0,1372.5643889916255,9.086427,True,2,4,2,2,4,4,4,2019-04-30 13:04:30+00:00,2019-04-30 13:04:30+00:00
qlp-s32-ffi,SPOC/QLP,7624182,412.01,EB,64.311397,-38.844151,64.3114880748,-38.8441711549,8.768,0.019,2199.6700692,0.0009301,1.1096992,2.2e-06,2.097,0.183,620.0,3.87915,"[4, 5, 31, 32]",,3.80083,0.468308,1,3.13,0.1,9.33715,0.735812,5211.0,8666.0,229.0,122457.0,45.0,False,5,5,5,5,5,5,5,2019-01-31 17:54:44+00:00,2024-09-18 20:05:18.462000+00:00
spoc-s01-s69-b0A-PC,SPOC,391904697,705.01,PC,106.47725,-72.558823,106.477148245,-72.5587647062,11.433,0.018,1352.1336702531078,0.003120442,47.0196372337033,0.00015010033,5.865933469596572,0.42340186,1251.7456152090717,61.23012,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 62, 63, 64, 65, 66, 67, 68, 69]",L1 candidate,4.68369,0.119192,1,0.8778769969940186,0.0440101,3.101283431210949,0.76830506,437.29875992860286,5249.18,43.8635,8.642392474448872,20.053982,False,2,4,1,1,4,4,4,2019-04-30 13:04:30+00:00,2024-09-10 14:56:34.478000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,382391899,391.01,KP,43.688073,-10.89808,43.6880738446,-10.898024196,11.008,0.018,2169.6694606,0.0001318,1.9550931562144918,5.389738e-07,1.7876200069398618,0.010682647,19634.99086681718,103.89829,"[4, 31]",WASP-50b,4.53926,0.0,1,0.8734179735183716,0.0410955,13.140683363552602,0.62092483,1307.3307575822782,5400.0,0.0,690.3398081774596,217.93053,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2021-12-02 15:31:34.830000+00:00
qlp-s30-ffi,SPOC/QLP,250386181,390.01,EB,30.114395,-4.985569,30.1144808899,-4.98568597627,9.88,0.019,2138.72305,0.00065,1.470258,7.9e-05,1.126,0.11,2700.0,1416.26,"[4, 30]","TFOP FP; NEB 6"" W.",4.1984,0.096,1,1.08,0.04,12.2412,4.50667,1519.0,6321.46,53.5103,884.686,31.0,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2024-09-18 20:00:13.658000+00:00
qlp-s30-ffi,QLP,206466531,410.01,EB,56.815204,-52.98515,56.815012189,-52.9852074388,9.992,0.018,2139.77204,0.00268,1.42744,1e-05,1.973,0.098,450.0,182.622,"[3, 4, 30]",Retired as FP by TFOP,4.36,0.11,1,1.33,0.05,7.86301,2.00946,3620.0,6000.2,130.8,28512.6,17.0,False,5,5,5,5,5,5,5,2019-01-24 19:35:19+00:00,2021-12-07 14:39:26.613000+00:00
qlp-s04-b01,QLP,271900960,389.01,EB,112.941801,-75.527428,112.941928032,-75.527551815,8.252,0.017,1330.37074,0.00386,13.45913,0.00113,3.428,0.388,2579.32,281.435,[4],TFOP FP; retired as NEB,4.43,0.33,1,1.38,0.05,7.68909,2.55479,1524.0,6457.7,115.5,897.182,13.0,False,5,5,5,5,5,5,5,2019-01-24 19:35:19+00:00,2021-12-07 14:40:51.624000+00:00
spoc-s01-s72-b0A-KP,SPOC/QLP,422655579,388.01,KP,29.263334,0.758835,29.2634505894,0.75882469707,10.141,0.018,1413.1428176404982,0.0002169448,2.9036815569722765,9.850033e-07,5.046936880002518,0.032279044,4642.274914797759,27.956842,"[4, 42, 43, 70]",WASP-71 b,3.92334,0.0,1,2.143249988555908,0.102739,14.913823020123314,0.72526646,1945.3461861509616,6059.0,0.0,3384.6096881214635,177.42409,True,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2024-11-26 18:31:32.391000+00:00
qlp-s31-ffi,SPOC/QLP,92359850,387.01,EB,52.225563,-19.97976,52.2256388891,-19.9798081131,9.608,0.018,2167.71222,0.00046,4.155,0.0,2.807,0.298,4900.0,2.51246,"[4, 31]",NEB; HATSouth observations show the event is on the neighbor 92359852,4.14,0.4,1,1.57,0.07,11.0678,0.561924,1339.0,6270.0,314.4,534.715,103.0,False,5,5,5,5,5,5,5,2019-01-16 19:24:30+00:00,2020-12-22 17:11:31.855000+00:00
qlp-s69-ffi,SPOC,425997655,174.03,CP,55.459877,-62.767049,55.4590313743,-62.7672667497,8.69687,0.018031,3184.4142437,0.0035407,12.1623316,4.41e-05,2.614,0.919,317.0,26.885,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]",HD 23472 f / TOI 174.03,4.38,0.21,3,0.69,0.04,1.15643,0.097689,638.0,4813.0,111.0,27.5458,14.0,False,5,5,5,5,5,5,5,2019-05-17 18:40:33+00:00,2023-11-15 13:53:16.259000+00:00
qlp-s69-ffi,SPOC,425997655,174.04,CP,55.459877,-62.767049,55.4590313743,-62.7672667497,8.69687,0.018031,3203.0179276,0.0041223,3.9766833,1.42e-05,1.859,0.302,142.0,12.1233,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]",HD 23472 d / TOI 174.04,4.38,0.21,4,0.69,0.04,0.757588,0.0655541,855.0,4813.0,111.0,89.0886,9.0,False,5,5,5,5,5,5,5,2019-05-17 18:40:33+00:00,2023-11-15 13:52:00.302000+00:00
qlp-s43-faintsearch,FAINT,422653398,5308.01,PC,29.001309,0.17987,29.0012395464,0.179785915776,10.973,0.019,2485.6853587,0.0008176,8.34034,1.06e-05,3.176,0.352,7360.0,6.49971,"[4, 42, 43]",found in faint-star QLP search,3.89,0.61,1,1.67,0.08,16.0764,0.902475,1055.0,5444.3,205.3,206.357,58.0,False,3,4,3,3,4,4,4,2022-02-28 23:27:35.679932+00:00,2024-08-22 15:41:09.420339+00:00
qlp-s31-ffi,SPOC/QLP,176778112,408.01,EB,47.827948,-35.628053,47.8277396509,-35.628068448,9.572,0.019,2169.52007,0.00144,1.33679,0.0,1.488,0.296,700.0,1.48052,"[4, 31]",TFOP NEB,4.43748,0.269206,1,0.98,0.05,2.70732,0.190993,1581.0,5600.0,187.0,1038.31,23.0,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2020-12-22 17:09:17.364000+00:00
qlp-tois-update,QLP,300599466,925.01,EB,113.04762990000002,-68.01229190000001,113.047662171,-68.0122891295,11.338,0.006,1331.86537,0.0022199999999999998,13.17741,0.00018,2.75,0.527,1750.0,3.12692,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13]",TFOP NEB; giant star,NaN,NaN,1,10.05,NaN,49.318000000000005,0.0,717.0,5027.7,74.0,44.0738,32.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2022-07-11 15:18:40.972000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,178284730,418.01,KP,60.385614,-20.451086,60.3855387033,-20.4509990617,10.261,0.019,2146.100494640066,0.00017722276,2.235986455239209,5.0749037e-07,1.52543315659562,0.0064514917,19058.013742325023,128.17053,"[4, 5, 31]",WASP 140 b; this planet contaminates 178284729 in spoc-s01s06-b02,4.51363,0.0,1,0.8443790078163147,0.0442312,13.43674430379885,0.7075624,1200.776490144812,5260.0,0.0,491.3259550485479,236.86826,False,5,5,5,5,5,5,5,2019-06-06 20:53:59+00:00,2021-12-02 16:07:56.395000+00:00
qlp-s31-ffi,SPOC/QLP,49899799,416.01,EB,48.854273,-2.175283,48.8543929382,-2.17531441384,8.259,0.018,2163.41477,0.00108,7.0114,1e-05,4.8,1.184,8970.0,12.8786,"[4, 31]",tropical Jupiter,4.01,0.31,1,1.82,0.08,18.1417,1.08769,1459.0,6084.8,35.2,753.673,179.0,False,5,5,5,5,5,5,5,2019-01-16 19:24:28+00:00,2021-01-10 20:32:33.005000+00:00
spoc-s01-s69-b0A-PC,SPOC,150299840,4505.01,PC,95.241799,-60.955908,95.241795825,-60.9557810264,10.384,0.018,2068.264739339972,0.00047675206,19.47237893945418,1.3876849e-05,7.730940420508774,0.03478675,7062.880606341971,118.564926,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69]",Gaia DR2 RV error 3.76 km/s; strong stellar pulsations; large PC for period,4.24,0.11,1,1.967479944229126,0.0799372,17.333728602725706,0.72296786,1052.1008533958784,7182.7,117.2,289.5679511211044,53.69349,False,3,4,3,3,4,4,4,2021-10-21 22:48:36.607897+00:00,2024-02-15 18:46:29.093000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,166833457,404.01,KP,58.428804,-34.328198,58.4290113052,-34.3282716205,12.315,0.019,2168.6392302,0.0003113,2.9626401975048524,1.4873655e-06,1.9096724079790062,0.022899967,27118.326216458387,262.97327,"[4, 31]",WASP-98 b,4.60845,0.0,1,0.7186350226402283,0.0359297,12.654890044213406,0.6409269,1033.7453536299597,5473.0,0.0,269.8828476332682,110.936714,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2024-04-25 19:00:20.616000+00:00
qlp-s31-tois,QLP,209459275,559.01,CP,46.8187323,-31.162695000000003,46.8186159338,-31.162995052,10.57,0.006,2166.1859952,0.0003819,6.9839072,6.1e-06,5.076,0.065,10050.0,0.292261,"[4, 31]",TOI-559 b,4.31,0.08,1,1.21,0.06,12.2398,0.562704,1249.0,5972.0,124.7,404.915,170.0,False,5,5,5,5,5,5,5,2019-04-04 21:13:03+00:00,2024-04-01 10:19:34.614000+00:00
spoc-s01-s36-b0A-CPKP,SPOC/QLP,152476657,415.01,KP,62.616051,-45.898221,62.6160812811,-45.8982434336,10.551,0.018,2166.4830511,0.0005569,3.611262058096839,2.1989042e-06,3.5377447223466403,0.028853392,5684.094414432336,49.322964,"[4, 5, 30, 31]",WASP-120 b,4.03776,0.0,1,1.6844300031661987,0.07301,13.613740333180877,0.59679073,1665.5243817799237,6450.0,0.0,1818.5488883237754,80.28465,False,5,5,5,5,5,5,5,2019-06-06 20:53:59+00:00,2021-12-02 16:02:19.774000+00:00
spoc-s04-b03,SPOC/QLP,257567854,403.01,KP,52.818043,-23.819696,52.8180373957,-23.8197923893,11.164,0.018,1411.901592,0.000546,3.532822,0.000138,3.44312,0.046901,11283.619423,137.88638,[4],WASP-22b,4.34152,0.0,1,1.25,0.0,13.474905,0.184494,1372.1206974853583,6153.0,0.0,837.7033715730458,88.35828,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2024-09-18 20:03:15.568000+00:00
qlp-s31-ffi,SPOC/QLP,325680697,414.01,EB,36.853348,-12.038913,36.8535851126,-12.0389304596,9.125,0.02,2168.84301,0.00023,1.82488,0.0,1.757,0.077,2950.0,384.622,"[4, 31]","TFOP FP; SG1 finds NEB in 4"" neighbor.",3.51,0.12,1,1.23,0.06,24.8366,2.8968,2088.0,5773.74,76.0,3161.32,72.0,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2021-12-07 20:08:38.886000+00:00
spoc-s01-s69-b0A-CP,QLP,176956893,2184.01,CP,100.833069,-66.947654,100.833124569,-66.9476562693,11.34,0.018,2036.6187410694315,0.00084460556,6.906786841151312,9.746256e-06,6.685067421519024,0.12099394,1751.7778571866397,26.057346,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 27, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 61, 62, 64, 65, 66, 67, 68, 69, 87]",TOI-2184 b,3.65,0.2,1,3.1513800621032715,0.169143,13.417602829667809,0.88400877,1676.0537926726142,5731.8,64.7,1864.9741402154827,50.79602,False,5,5,5,5,5,5,5,2020-09-18 16:26:01.292316+00:00,2025-06-03 22:55:44+00:00
spoc-s01-s69-b0A-PC,QLP,260417932,932.01,PC,95.9412454,-54.57817489999999,95.9409407135,-54.5780243379,10.738,0.006,2068.2564517668484,0.0016834284,19.31060153465716,5.66775e-05,3.7831012496941234,0.21206692,1222.9987583502918,44.506573,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 28, 29, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 65, 66, 67, 68, 69]",possible multi,4.55,0.1,1,0.7340729832649231,0.0597135,2.7470788403583057,0.3770876,474.9318085537837,4444.0,124.0,12.023918709349896,22.311699,False,2,4,1,1,4,4,4,2019-07-23 18:22:48+00:00,2024-09-06 20:17:38.810000+00:00
spoc-s01-s36-b0A-PC,QLP,301051430,923.01,EB,50.036181799999994,-45.0619026,50.0363370111,-45.061850684,11.026,0.006,2117.395283702955,0.0023116209,3.2744665179961983,0.00025232506,1.5496650668266339,0.36316103,918.0803144459067,79.08558,"[30, 31]",Centroid offset centered on nothing in S31. Weak signal; possibly V,4.3,0.09,1,1.2460999488830566,0.060309,4.0297948357589375,1.5242478,1404.979118646949,6049.0,136.2,920.8745704170041,9.946655,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2024-08-14 18:00:52.714000+00:00
qlp-s30-ffi,QLP,259701242,401.01,EB,74.466266,-53.817906,74.4664528038,-53.8179481853,8.206,0.018,2139.77292,0.00474,2.48548,2e-05,2.621,0.265,160.0,0.219406,"[3, 4, 5, 6, 13, 30]",may be on 259701232,4.48,0.25,1,0.96,0.05,1.28248,0.0791035,1606.0,5928.0,85.6,1105.11,13.0,False,5,5,5,5,5,5,5,2019-01-24 19:35:19+00:00,2021-12-07 14:36:56.408000+00:00
spoc-s01-s69-b0A-PC,QLP,198008005,858.01,CP,60.1997439,-54.5928704,60.1998256482,-54.5929177123,10.644,0.006,2088.312107894253,0.00018297354,3.279720612190629,1.6672699e-06,3.579583940919176,0.026523735,11148.420202044288,77.14524,"[3, 4, 29, 30, 31, 69]",TOI-858 B b,4.24,0.08,1,1.297469973564148,0.0636332,14.060645102801153,0.69680744,1402.2649308365112,5857.0,135.1,913.7792531847617,139.88142,False,5,5,5,5,5,5,5,2019-07-10 19:36:45+00:00,2025-06-03 23:31:57.300000+00:00
spoc-s01-s36-b0A,SPOC/QLP,153077621,454.01,PC,49.6602,-42.6424,49.6613593725,-42.6420834952,9.441,0.037,1396.1381797985034,0.000862134,18.082608417830194,2.7851647e-05,2.3867987081868134,0.07725563,8002.785565633415,250.14842,"[3, 4, 30, 31]",There are three TICs associated with this star within 3 arcseconds (TIC 153077619 (bright neighbor) and TICs 153077621 and 651051509 which are the same star.). TIC153077619 is brighter (Tmag=8.3) and is more likely the target. It is a sunlike star - given the V-shape and the depth this signal is likely a FP. Retired as APC/BEB?/SB1 by TFOP,4.95373,0.559906,1,0.29600000381469727,0.07,3.9117159988851755,1.7889186,465.1025269209626,3321.0,117.0,11.058998469652469,37.224327,False,2,4,1,1,4,4,4,2019-05-17 18:40:33+00:00,2021-09-08 12:42:53.897000+00:00
spoc-s01-s69-b0A-PC,QLP,382068562,924.01,PC,79.6569268,-55.8887965,79.6568884104,-55.8885620968,11.359000000000002,0.006,2045.8799382612724,0.00013736871,12.127270200934289,2.69737e-06,2.0368112590195446,0.014602367,19172.46448807725,117.95186,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 63, 64, 65, 66, 67, 68, 69]",v-shaped transit and large Rp for given period; Gaia DR2 error 5.51 km/s; likely EB,4.45,0.08,1,0.9938269853591919,0.047789,20.316179169419147,2.443098,776.1600297389537,5682.0,128.9,85.76816083800922,241.29767,False,3,4,3,3,4,4,4,2019-07-23 18:22:48+00:00,2024-03-11 12:12:36.944000+00:00
qlp-s04-b02,QLP,271722899,920.01,EB,110.312389,-73.453262,110.312487737,-73.4532343745,11.038,0.018,1335.23411,0.00239,19.2998,NaN,3.17,0.382,1864.78,2.57372,[4],period is double; star is likely a giant; TFOP FP,NaN,NaN,1,31.5208,NaN,NaN,NaN,565.0,3818.0,163.0,16.9727,29.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2020-06-29 19:18:03.709000+00:00
spoc-s01-s69-b0A-PC,FAINT,237929468,4940.01,PC,58.251126,-62.40794,58.2511684009,-62.4079680502,11.758,0.018,2963.745719460137,0.0068602446,25.86638689150169,0.0010751212,4.083878094955569,0.32546237,2612.8827406337696,160.43483,"[1, 2, 3, 4, 8, 11, 28, 29, 30, 31, 34, 38, 61, 62, 64, 65, 68, 69]",found in faint-star QLP search,NaN,NaN,1,1.175130009651184,0.0628417,6.7555369083027275,0.5596232,643.2496502892939,5418.7,157.9,40.461244521373516,15.549264,False,3,4,3,3,4,4,4,2021-12-21 22:38:02.232919+00:00,2024-12-05 15:53:38.221000+00:00
spoc-s01-s69-b0A-PC,QLP,150430484,859.01,PC,97.14324509999999,-61.1504868,97.1440142521,-61.1503251066,11.959000000000001,0.006,2038.8716390666557,0.00048261497,5.1543264610187665,5.212454e-06,1.0633819543671144,0.05572561,2522.134687287852,103.38881,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69]",,4.59,0.09,1,0.7561969757080078,0.049583,4.601426830718156,0.34533516,815.6519163679593,4971.0,128.7,104.6021100595341,29.320278,False,2,4,1,1,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:11:18.957000+00:00
qlp-s31-tois,SPOC/QLP,35857242,400.01,KP,41.63909,-0.463937,41.6391597724,-0.464125237561,11.263,0.018,2169.2792484,0.0005966,3.6344447,4.2e-06,3.871,0.143,9230.0,0.849809,"[4, 31]",WASP-138 b,4.25771,0.0,1,1.42,0.07,14.25,0.706771,1616.0,6272.0,0.0,1133.73,94.0,False,5,5,5,5,5,5,5,2019-02-08 20:04:48+00:00,2021-02-01 11:55:18.348000+00:00
spoc-s01s06-b0A,SPOC,219388773,399.01,EB,77.047581,-50.858766,77.0475772744,-50.8589055173,10.626,0.019,1412.3834436989384,0.0028503882,1.5716819246509053,9.579876e-05,1.9672248217978745,0.19746892,743.4097278166331,77.67882,"[4, 5, 6]",follow-up in progress,4.37,0.12,1,0.982066,0.103283,4.50917861269967,5.6954865,1319.1647871524124,4752.8,64.0,715.6772332829648,13.741621,False,5,5,5,5,5,5,5,2019-01-31 17:54:49+00:00,2024-09-18 19:13:42.970000+00:00
spoc-s01-s69-b0A-PC,QLP,207237016,917.01,PC,49.816355,-59.4001595,49.8164755664,-59.4001088277,11.246,0.006,2104.5630862606818,0.0014304479,26.412651668679477,6.09858e-05,3.051138319109555,0.119284414,5967.2243425104125,454.15604,"[2, 3, 4, 29, 30, 69]",,3.65,0.08,1,2.628659963607788,0.119935,24.163132001424113,2.0123992,1021.0367587293096,6070.0,123.6,256.8541056302188,31.442625,False,3,4,3,3,4,4,4,2019-07-23 18:22:48+00:00,2024-04-24 19:18:02.166000+00:00
qlp-s30-tois,QLP,321011127,860.01,PC,43.546163899999996,-41.5143768,43.5461628912,-41.5144206645,11.67,0.006,2139.444944,0.0005809,6.4535152,7e-06,2.202,0.135,11200.0,74.446,"[3, 4, 30]",large Rp; V-shaped; likely EB,4.07,0.08,1,1.58,0.08,19.7517,1.77562,1096.0,5906.0,133.8,240.342,75.0,False,3,4,3,3,4,4,4,2019-07-10 19:36:45+00:00,2024-09-08 21:23:27.048000+00:00
qlp-s31-tois,QLP,175532955,929.01,PC,45.9059738,-39.9309614,45.9071656535,-39.9307758027,11.434000000000001,0.006,2169.6794613,0.0024797,5.830149,2.82e-05,2.618,0.322,1310.0,1.87049,"[3, 4, 30, 31]",,4.57,0.1,1,0.72,0.06,2.70505,0.241415,774.0,4451.0,122.1,59.7261,13.0,False,2,4,1,1,4,4,4,2019-07-23 18:22:48+00:00,2024-09-06 20:15:51.552000+00:00
spoc-s01-s69-b0A-PC,SPOC/QLP,279425357,739.01,PC,104.991066,-57.618645,104.991002563,-57.6186750791,11.544,0.018,1547.482086199772,0.0005546339,9.015043902047818,5.693237e-06,1.6002058747325734,0.05217852,4800.085369790344,129.98482,"[9, 10, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 62, 63, 64, 65, 66, 67, 69]",V-shaped,4.3203,0.2,1,1.158400058746338,0.0,12.228492072375378,5.054026,944.6322162912959,6083.61,125.0,188.1793713882624,50.423065,False,3,4,3,3,4,4,4,2019-06-06 16:40:58+00:00,2024-09-08 21:47:29.685000+00:00
spoc-s01-s72-b0A-KP,SPOC/QLP,270380593,465.01,KP,32.781778,2.418047,32.7820850057,2.4181937296,10.661,0.018,1414.1358932270412,0.00019458783,3.836162329836828,1.1022472e-06,2.4128495240371,0.045370728,5357.5774933539515,45.253304,"[4, 31, 42, 43, 70, 71]",WASP-156 b,4.60108,0.0,1,0.8473799824714661,0.0548341,6.236992628353433,0.44785166,947.7965650071139,4910.0,0.0,190.71353815394238,122.74717,False,5,5,5,5,5,5,5,2019-02-08 19:54:07+00:00,2024-11-26 18:42:13.677000+00:00
spoc-s01-s69-b0A-PC,SPOC,382200986,4409.01,PC,81.818662,-54.946162,81.8186582964,-54.9460980474,11.81,0.018,2076.3476845720675,0.0010028956,92.49180480227184,0.00016947796,6.894359358317612,0.11839165,11487.575280951538,154.69547,"[27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 39, 61, 63, 64, 65, 66, 67, 68, 69]",,NaN,NaN,1,0.7320079803466797,0.0451131,7.770333095524029,0.51083434,305.0532484643448,4930.5,39.1,2.0465559308179744,80.01139,False,3,4,3,3,4,4,4,2021-08-27 01:10:51.617933+00:00,2024-05-01 19:07:12.682000+00:00
spoc-s01-s69-b0A-PC,QLP,278775625,921.01,PC,99.6742017,-56.220683799999996,99.6742037658,-56.2205395806,11.255999999999998,0.006,2036.7014540894945,0.00090534403,5.128726506031973,1.05223535e-05,2.060640810769733,0.29495126,809.4472540839897,38.169827,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 65, 66, 67, 68, 69]",,4.38,0.08,1,1.14,0.05,3.376360941650375,1.1695324,951.0,6055.5,112.5,426.7683425790932,20.004562,False,2,4,1,1,4,4,4,2019-07-23 18:22:48+00:00,2024-09-06 20:06:25.891000+00:00
qlp-s31-ffi,QLP,153027658,914.01,EB,48.726283,-44.961763,48.7260930125,-44.9618551411,10.213,0.018,1384.9247,0.0034,2.3374921,1.03e-05,2.279,0.371,760.0,1.28847,"[3, 4, 30, 31]",v-shaped; likely offset to W,3.65,0.1,1,1.54,0.17,4.00659,0.483414,1556.0,5963.4,347.5,975.016,27.0,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2021-01-05 16:40:55.025000+00:00
qlp-s31-tois,QLP,176796997,926.01,PC,48.3787489,-32.005517499999996,48.3787275582,-32.0055695936,10.593,0.006,2168.3478948,0.0020946,1.7957918,8.8e-06,1.666,0.309,770.0,1.7153,"[4, 31]",,NaN,NaN,1,2.61,0.1,7.76436,0.47648,1442.0,5658.4,106.1,718.524,14.0,False,3,4,3,3,4,4,4,2019-07-23 18:22:48+00:00,2024-09-06 20:15:10.904000+00:00
